TypeSectionCode ;code ;DescriptionInEnglish ;DescriptionInRussian ;NameInEngish ;NameInRussian ;id
S ;GHAT ;a set of steps leading to a river, which are of religious significance, and at their base is usually a platform for bathing ;набор ступенек, ведущих к реке, которые имеют религиозное значение, а у их основания обычно находится платформа для купания ;ghat ;гхат ;6f26c39a-2d54-4f64-a3d6-dc9c4d249268
S ;GHSE ;a house used to provide lodging for paying guests ;дом, используемый для предоставления жилья платным гостям ;guest house ;гостевой дом ;a1754d50-728b-4e80-a63a-30361e65f4f6
S ;GOSP ;a facility for separating gas from oil ;установка для отделения газа от нефти ;gas-oil separator plant ;установка газонефтяной сепарации ;6ffdc067-5644-4f60-9334-cc83f87646f7
S ;GOVL ;a facility housing local governmental offices, usually a city, town, or village hall ;объект, в котором размещаются местные правительственные учреждения, обычно мэрия города, поселка или деревни ;local government office ;офис местного самоуправления ;c918501c-76b1-404c-8490-0f822f4db6a6
S ;GRVE ;a burial site ;место захоронения ;grave ;могила ;c38c4381-5e85-4751-bfc4-8fc4a699b5fd
S ;HERM ;a secluded residence, usually for religious sects ;уединенное место жительства, обычно для религиозных сект ;hermitage ;Эрмитаж ;be10b7ce-355d-4b5d-b174-9ba51e68fc7b
S ;HLT ;a place where caravans stop for rest ;место, где караваны останавливаются для отдыха ;halting place ;место остановки ;5e3f6987-336a-4e4b-9186-49fd5ee28885
S ;HMSD ;a residence, owner's or manager's, on a sheep or cattle station, woolshed, outcamp, or Aboriginal outstation, specific to Australia and New Zealand ;резиденция владельца или управляющего на ферме для овец или крупного рогатого скота, шерстяном сарае, загоне или загоне для аборигенов, характерном для Австралии и Новой Зеландии ;homestead ;усадьба ;9831c87e-cb0c-4c9d-9456-e91bca98a07f
S ;HSE ;a building used as a human habitation ;здание, используемое в качестве жилья для людей ;house(s) ;дом (ы) ;7560b6f7-ddbc-4d80-9c0c-17774038e6f5
S ;HSEC ;a large house, mansion, or chateau, on a large estate ;большой дом, особняк или замок в большом поместье ;country house ;деревенский дом ;078c1e4d-d40f-4d0b-991a-d43282ab73ef
S ;HSP ;a building in which sick or injured, especially those confined to bed, are medically treated ;здание, в котором больные или раненые, особенно прикованные к постели, проходят лечение ;hospital ;больница ;c9cc66c7-307b-4d09-a118-537f28f96d4e
S ;HSPC ;a medical facility associated with a hospital for outpatients ;медицинское учреждение, связанное с больницей для амбулаторных больных ;clinic ;клиника ;40ed5f48-a5d9-4a13-971e-2e1ab46c79aa
S ;HSPD ;a building where medical or dental aid is dispensed ;здание, в котором выдается медицинская или стоматологическая помощь ;dispensary ;диспансер ;2a4d14f0-2745-4698-b58d-423fde85dc18
S ;HSPL ;an asylum or hospital for lepers ;приют или больница для прокаженных ;leprosarium ;проказа ;3af967a0-a260-443d-9ed1-cbde4cc65555
S ;HSTS ;a place of historical importance ;место исторической важности ;historical site ;исторический сайт ;0191c77d-4162-4c09-b54a-6239a655c12a
